,ID,TMC,Severity,Start_Time,End_Time,City,County,State,Zipcode,Country,Temperature(F),Visibility(mi),Wind_Speed(mph),Precipitation(in),Weather_Condition,Sunrise_Sunset,Stop,Traffic_Signal,Weekday,Month,Day,Year,Season
7473,A-797725,201,3,2020-06-29,2020-06-29,Tolleson,Maricopa,AZ,85353,US,97.0,10.0,21.0,0.0,Fair / Windy,Day,False,False,Monday,6,29,2020,Summer
7476,A-797728,201,3,2020-06-29,2020-06-29,Phoenix,Maricopa,AZ,85009,US,93.0,10.0,13.0,0.0,Fair,Night,False,False,Monday,6,29,2020,Summer
7477,A-797729,201,3,2020-06-29,2020-06-29,Phoenix,Maricopa,AZ,85043,US,91.0,10.0,13.0,0.0,Fair,Night,False,False,Monday,6,29,2020,Summer
7478,A-799125,201,2,2020-06-30,2020-06-30,Wickenburg,Maricopa,AZ,85390,US,74.0,10.0,3.0,0.0,Fair,Day,True,False,Tuesday,6,30,2020,Summer
7481,A-799129,201,2,2020-06-30,2020-06-30,Surprise,Maricopa,AZ,85379,US,96.0,10.0,3.0,0.0,Fair,Day,False,False,Tuesday,6,30,2020,Summer
7483,A-799131,201,2,2020-06-30,2020-06-30,Phoenix,Maricopa,AZ,85035,US,80.0,10.0,9.0,0.0,Fair,Night,False,True,Tuesday,6,30,2020,Summer
7484,A-799132,201,2,2020-06-30,2020-06-30,Glendale,Maricopa,AZ,85305,US,80.0,10.0,9.0,0.0,Fair,Night,True,False,Tuesday,6,30,2020,Summer
7488,A-799136,201,2,2020-06-30,2020-06-30,Phoenix,Maricopa,AZ,85021,US,76.0,10.0,0.0,0.0,Fair,Night,True,False,Tuesday,6,30,2020,Summer
7489,A-799137,201,2,2020-06-30,2020-06-30,Phoenix,Maricopa,AZ,85048,US,78.0,10.0,7.0,0.0,Fair,Night,False,True,Tuesday,6,30,2020,Summer
7490,A-799138,201,2,2020-06-30,2020-06-30,Phoenix,Maricopa,AZ,85085,US,72.0,10.0,5.0,0.0,Fair,Night,False,False,Tuesday,6,30,2020,Summer
7491,A-799139,201,2,2020-06-30,2020-06-30,Glendale,Maricopa,AZ,85302,US,73.0,10.0,0.0,0.0,Fair,Day,False,False,Tuesday,6,30,2020,Summer
7492,A-799140,201,2,2020-06-30,2020-06-30,Phoenix,Maricopa,AZ,85020,US,76.0,10.0,0.0,0.0,Fair,Day,False,True,Tuesday,6,30,2020,Summer
7494,A-799142,201,3,2020-06-30,2020-06-30,Phoenix,Maricopa,AZ,85034,US,77.0,10.0,8.0,0.0,Fair,Day,False,False,Tuesday,6,30,2020,Summer
7495,A-799143,201,2,2020-06-30,2020-06-30,Phoenix,Maricopa,AZ,85004,US,79.0,10.0,8.0,0.0,Fair,Day,False,False,Tuesday,6,30,2020,Summer
7496,A-799144,201,3,2020-06-30,2020-06-30,Phoenix,Maricopa,AZ,85029,US,77.0,8.0,0.0,0.0,Fair,Day,False,False,Tuesday,6,30,2020,Summer
7498,A-799146,201,2,2020-06-30,2020-06-30,Phoenix,Maricopa,AZ,85007,US,81.0,10.0,10.0,0.0,Fair,Day,False,False,Tuesday,6,30,2020,Summer
7499,A-799147,201,2,2020-06-30,2020-06-30,Phoenix,Maricopa,AZ,85037,US,87.0,10.0,8.0,0.0,Fair,Day,False,True,Tuesday,6,30,2020,Summer
7500,A-799148,201,2,2020-06-30,2020-06-30,Phoenix,Maricopa,AZ,85015,US,84.0,10.0,8.0,0.0,Fair,Day,True,False,Tuesday,6,30,2020,Summer
7501,A-799149,201,2,2020-06-30,2020-06-30,Phoenix,Maricopa,AZ,85013,US,88.0,10.0,7.0,0.0,Fair,Day,False,True,Tuesday,6,30,2020,Summer
7502,A-799150,201,3,2020-06-30,2020-06-30,Phoenix,Maricopa,AZ,85021,US,86.0,10.0,9.0,0.0,Fair,Day,False,False,Tuesday,6,30,2020,Summer
7503,A-799151,241,2,2020-06-30,2020-06-30,Scottsdale,Maricopa,AZ,85259,US,91.0,10.0,8.0,0.0,Fair,Day,False,False,Tuesday,6,30,2020,Summer
7504,A-799152,201,2,2020-06-30,2020-06-30,Scottsdale,Maricopa,AZ,85260,US,92.0,10.0,8.0,0.0,Fair,Day,False,True,Tuesday,6,30,2020,Summer
7505,A-799153,201,3,2020-06-30,2020-06-30,Morristown,Maricopa,AZ,85342,US,94.0,10.0,5.0,0.0,Fair,Day,True,False,Tuesday,6,30,2020,Summer
7506,A-799154,201,2,2020-06-30,2020-06-30,Mesa,Maricopa,AZ,85201,US,97.0,10.0,10.0,0.0,Fair,Day,False,True,Tuesday,6,30,2020,Summer
7507,A-799155,201,2,2020-06-30,2020-06-30,Phoenix,Maricopa,AZ,85033,US,96.0,10.0,7.0,0.0,Fair,Day,False,False,Tuesday,6,30,2020,Summer
7508,A-799156,201,2,2020-06-30,2020-06-30,Phoenix,Maricopa,AZ,85040,US,97.0,10.0,10.0,0.0,Fair,Day,False,False,Tuesday,6,30,2020,Summer
7509,A-799157,201,2,2020-06-30,2020-06-30,Glendale,Maricopa,AZ,85301,US,96.0,10.0,7.0,0.0,Fair,Day,False,True,Tuesday,6,30,2020,Summer
7510,A-799158,201,2,2020-06-30,2020-06-30,Phoenix,Maricopa,AZ,85009,US,97.0,10.0,6.0,0.0,Fair,Day,False,True,Tuesday,6,30,2020,Summer
7511,A-799159,201,3,2020-06-30,2020-06-30,Avondale,Maricopa,AZ,85392,US,96.0,10.0,3.0,0.0,Fair,Day,False,True,Tuesday,6,30,2020,Summer
7512,A-799160,201,2,2020-06-30,2020-06-30,Sun City,Maricopa,AZ,85351,US,96.0,10.0,3.0,0.0,Fair,Day,False,False,Tuesday,6,30,2020,Summer
7516,A-799164,201,2,2020-06-30,2020-06-30,Phoenix,Maricopa,AZ,85023,US,94.0,10.0,5.0,0.0,Fair,Day,False,False,Tuesday,6,30,2020,Summer
7518,A-799166,201,2,2020-06-30,2020-06-30,Gilbert,Maricopa,AZ,85295,US,100.0,10.0,14.0,0.0,Fair,Day,False,True,Tuesday,6,30,2020,Summer
7520,A-799168,201,2,2020-06-30,2020-06-30,Glendale,Maricopa,AZ,85301,US,98.0,10.0,14.0,0.0,Fair,Day,False,True,Tuesday,6,30,2020,Summer
7521,A-799169,201,2,2020-06-30,2020-06-30,Mesa,Maricopa,AZ,85204,US,99.0,10.0,7.0,0.0,Fair,Day,False,True,Tuesday,6,30,2020,Summer
7522,A-799170,201,3,2020-06-30,2020-06-30,Phoenix,Maricopa,AZ,85043,US,98.0,10.0,14.0,0.0,Fair,Day,False,False,Tuesday,6,30,2020,Summer
7523,A-799171,201,2,2020-06-30,2020-06-30,Peoria,Maricopa,AZ,85382,US,98.0,10.0,14.0,0.0,Fair,Day,False,False,Tuesday,6,30,2020,Summer
7524,A-799172,201,2,2020-06-30,2020-06-30,Phoenix,Maricopa,AZ,85051,US,94.0,10.0,5.0,0.0,Fair,Day,True,False,Tuesday,6,30,2020,Summer
7525,A-799173,201,2,2020-06-30,2020-06-30,Laveen,Maricopa,AZ,85339,US,97.0,10.0,0.0,0.0,Fair,Day,False,False,Tuesday,6,30,2020,Summer
7526,A-799174,201,2,2020-06-30,2020-06-30,Phoenix,Maricopa,AZ,85027,US,95.0,10.0,8.0,0.0,Fair,Day,False,False,Tuesday,6,30,2020,Summer
7528,A-799176,201,2,2020-06-30,2020-06-30,Phoenix,Maricopa,AZ,85051,US,95.0,10.0,8.0,0.0,Fair,Day,False,False,Tuesday,6,30,2020,Summer
7529,A-799177,201,2,2020-06-30,2020-06-30,Phoenix,Maricopa,AZ,85027,US,95.0,10.0,8.0,0.0,Fair,Day,False,False,Tuesday,6,30,2020,Summer
7530,A-799178,201,2,2020-06-30,2020-06-30,Phoenix,Maricopa,AZ,85023,US,95.0,10.0,8.0,0.0,Fair,Day,False,True,Tuesday,6,30,2020,Summer
7531,A-799179,201,2,2020-06-30,2020-06-30,Phoenix,Maricopa,AZ,85006,US,97.0,10.0,0.0,0.0,Fair,Day,False,True,Tuesday,6,30,2020,Summer
7532,A-799180,201,2,2020-06-30,2020-06-30,Phoenix,Maricopa,AZ,85009,US,97.0,10.0,0.0,0.0,Fair,Day,False,False,Tuesday,6,30,2020,Summer
7533,A-799181,201,2,2020-06-30,2020-06-30,Phoenix,Maricopa,AZ,85014,US,97.0,10.0,0.0,0.0,Fair,Day,False,False,Tuesday,6,30,2020,Summer
7534,A-799182,201,2,2020-06-30,2020-06-30,Mesa,Maricopa,AZ,85206,US,97.0,10.0,0.0,0.0,Fair,Day,False,False,Tuesday,6,30,2020,Summer
7535,A-799183,201,2,2020-06-30,2020-06-30,Phoenix,Maricopa,AZ,85006,US,98.0,10.0,14.0,0.0,Fair,Day,False,False,Tuesday,6,30,2020,Summer
7536,A-799184,201,2,2020-06-30,2020-06-30,Phoenix,Maricopa,AZ,85024,US,95.0,10.0,9.0,0.0,Fair,Day,False,True,Tuesday,6,30,2020,Summer
7539,A-799580,201,3,2020-06-05,2020-06-05,Phoenix,Maricopa,AZ,85034,US,92.0,10.0,6.0,0.0,Mostly Cloudy,Night,False,False,Friday,6,5,2020,Summer
7541,A-799679,201,2,2020-06-05,2020-06-05,Phoenix,Maricopa,AZ,85003,US,91.0,10.0,7.0,0.0,Mostly Cloudy,Night,False,True,Friday,6,5,2020,Summer
7542,A-799686,201,3,2020-06-05,2020-06-05,Phoenix,Maricopa,AZ,85034,US,91.0,10.0,7.0,0.0,Mostly Cloudy,Night,False,True,Friday,6,5,2020,Summer
7543,A-799687,201,2,2020-06-05,2020-06-05,Phoenix,Maricopa,AZ,85007,US,91.0,10.0,7.0,0.0,Mostly Cloudy,Night,False,True,Friday,6,5,2020,Summer
7546,A-799864,201,2,2020-06-05,2020-06-05,Tempe,Maricopa,AZ,85282,US,88.0,10.0,0.0,0.0,Mostly Cloudy,Day,False,True,Friday,6,5,2020,Summer
7548,A-799889,201,2,2020-06-05,2020-06-05,Phoenix,Maricopa,AZ,85033,US,83.0,10.0,3.0,0.0,Fair,Day,False,True,Friday,6,5,2020,Summer
7555,A-800034,201,2,2020-06-05,2020-06-05,Buckeye,Maricopa,AZ,85326,US,90.0,10.0,6.0,0.0,Partly Cloudy,Day,False,False,Friday,6,5,2020,Summer
7556,A-800045,206,2,2020-06-05,2020-06-05,Phoenix,Maricopa,AZ,85040,US,91.0,10.0,7.0,0.0,Mostly Cloudy,Day,False,True,Friday,6,5,2020,Summer
7557,A-800051,201,2,2020-06-05,2020-06-05,Phoenix,Maricopa,AZ,85009,US,91.0,10.0,7.0,0.0,Mostly Cloudy,Day,False,False,Friday,6,5,2020,Summer
7558,A-800074,201,2,2020-06-05,2020-06-05,Phoenix,Maricopa,AZ,85007,US,91.0,10.0,7.0,0.0,Mostly Cloudy,Day,False,False,Friday,6,5,2020,Summer
7559,A-800083,201,2,2020-06-05,2020-06-05,Phoenix,Maricopa,AZ,85018,US,91.0,10.0,7.0,0.0,Mostly Cloudy,Day,False,True,Friday,6,5,2020,Summer
7560,A-800143,201,2,2020-06-05,2020-06-05,Phoenix,Maricopa,AZ,85009,US,95.0,10.0,0.0,0.0,Mostly Cloudy,Day,False,False,Friday,6,5,2020,Summer
7561,A-800144,241,2,2020-06-05,2020-06-05,Phoenix,Maricopa,AZ,85015,US,95.0,10.0,0.0,0.0,Mostly Cloudy,Day,False,True,Friday,6,5,2020,Summer
7562,A-800161,201,2,2020-06-05,2020-06-05,Phoenix,Maricopa,AZ,85013,US,95.0,10.0,0.0,0.0,Mostly Cloudy,Day,False,True,Friday,6,5,2020,Summer
7564,A-800213,201,2,2020-06-05,2020-06-05,Phoenix,Maricopa,AZ,85023,US,92.0,10.0,3.0,0.0,Fair,Day,False,True,Friday,6,5,2020,Summer
7566,A-800289,201,2,2020-06-05,2020-06-05,Glendale,Maricopa,AZ,85301,US,100.0,10.0,6.0,0.0,Drizzle,Day,False,True,Friday,6,5,2020,Summer
7568,A-800296,201,2,2020-06-05,2020-06-05,Paradise Valley,Maricopa,AZ,85253,US,97.0,10.0,7.0,0.0,Fair,Day,True,False,Friday,6,5,2020,Summer
7570,A-800348,201,2,2020-06-05,2020-06-05,Glendale,Maricopa,AZ,85306,US,92.0,10.0,3.0,0.0,Fair,Day,False,True,Friday,6,5,2020,Summer
7571,A-800447,201,3,2020-06-05,2020-06-05,Buckeye,Maricopa,AZ,85326,US,90.0,10.0,6.0,0.0,Partly Cloudy,Day,False,False,Friday,6,5,2020,Summer
7572,A-800448,201,2,2020-06-05,2020-06-05,Phoenix,Maricopa,AZ,85037,US,105.0,10.0,13.0,0.0,Mostly Cloudy,Day,False,True,Friday,6,5,2020,Summer
7573,A-800449,201,3,2020-06-05,2020-06-05,Phoenix,Maricopa,AZ,85023,US,92.0,10.0,3.0,0.0,Fair,Day,False,False,Friday,6,5,2020,Summer
7575,A-800555,201,2,2020-06-05,2020-06-05,Scottsdale,Maricopa,AZ,85255,US,99.0,10.0,6.0,0.0,Fair,Day,False,True,Friday,6,5,2020,Summer
7577,A-800629,201,2,2020-06-05,2020-06-05,Phoenix,Maricopa,AZ,85050,US,92.0,10.0,3.0,0.0,Fair,Day,False,True,Friday,6,5,2020,Summer
7584,A-800717,201,3,2020-06-05,2020-06-05,Phoenix,Maricopa,AZ,85007,US,106.0,10.0,18.0,0.0,Mostly Cloudy,Day,False,False,Friday,6,5,2020,Summer
7585,A-800733,201,3,2020-06-05,2020-06-05,Phoenix,Maricopa,AZ,85006,US,104.0,10.0,21.0,0.0,Mostly Cloudy / Windy,Day,False,False,Friday,6,5,2020,Summer
7586,A-800758,201,2,2020-06-05,2020-06-05,Tempe,Maricopa,AZ,85282,US,102.0,10.0,18.0,0.0,Mostly Cloudy,Day,False,False,Friday,6,5,2020,Summer
7588,A-800959,241,2,2020-06-06,2020-06-06,Phoenix,Maricopa,AZ,85016,US,77.0,10.0,5.0,0.0,Fair,Day,False,True,Saturday,6,6,2020,Summer
7591,A-801142,201,2,2020-06-06,2020-06-06,Phoenix,Maricopa,AZ,85043,US,90.0,10.0,13.0,0.0,Fair,Day,False,False,Saturday,6,6,2020,Summer
7594,A-801427,241,3,2020-06-07,2020-06-07,Scottsdale,Maricopa,AZ,85255,US,81.0,10.0,6.0,0.0,Fair,Day,False,False,Sunday,6,7,2020,Summer
7595,A-801428,201,3,2020-06-07,2020-06-07,Phoenix,Maricopa,AZ,85034,US,92.0,10.0,7.0,0.0,Fair,Day,False,False,Sunday,6,7,2020,Summer
7596,A-802680,201,2,2020-06-08,2020-06-08,Tonopah,Maricopa,AZ,85354,US,70.0,9.0,9.0,0.0,Fair,Day,False,False,Monday,6,8,2020,Summer
7600,A-802684,201,2,2020-06-08,2020-06-08,Peoria,Maricopa,AZ,85381,US,74.0,10.0,10.0,0.0,Fair,Night,False,False,Monday,6,8,2020,Summer
7601,A-802685,201,2,2020-06-08,2020-06-08,Phoenix,Maricopa,AZ,85043,US,73.0,10.0,10.0,0.0,Fair,Night,False,False,Monday,6,8,2020,Summer
7602,A-802686,201,2,2020-06-08,2020-06-08,Phoenix,Maricopa,AZ,85017,US,79.0,10.0,9.0,0.0,Fair,Night,True,False,Monday,6,8,2020,Summer
7603,A-802687,201,3,2020-06-08,2020-06-08,Phoenix,Maricopa,AZ,85086,US,73.0,10.0,6.0,0.0,Fair,Night,False,False,Monday,6,8,2020,Summer
7604,A-802688,201,2,2020-06-08,2020-06-08,Phoenix,Maricopa,AZ,85041,US,79.0,10.0,9.0,0.0,Fair,Night,True,False,Monday,6,8,2020,Summer
7605,A-802689,201,3,2020-06-08,2020-06-08,Phoenix,Maricopa,AZ,85006,US,79.0,10.0,9.0,0.0,Fair,Night,False,False,Monday,6,8,2020,Summer
7606,A-802690,201,2,2020-06-08,2020-06-08,Phoenix,Maricopa,AZ,85019,US,73.0,10.0,10.0,0.0,Fair,Night,False,True,Monday,6,8,2020,Summer
7609,A-802693,201,2,2020-06-08,2020-06-08,Phoenix,Maricopa,AZ,85032,US,73.0,10.0,0.0,0.0,Fair,Day,False,True,Monday,6,8,2020,Summer
7611,A-802695,201,2,2020-06-08,2020-06-08,Peoria,Maricopa,AZ,85345,US,70.0,10.0,7.0,0.0,Fair,Day,False,False,Monday,6,8,2020,Summer
7612,A-802696,201,2,2020-06-08,2020-06-08,Phoenix,Maricopa,AZ,85085,US,71.0,10.0,6.0,0.0,Fair,Day,False,True,Monday,6,8,2020,Summer
7614,A-802698,201,3,2020-06-08,2020-06-08,Phoenix,Maricopa,AZ,85083,US,73.0,10.0,8.0,0.0,Fair,Day,False,False,Monday,6,8,2020,Summer
7615,A-802699,201,2,2020-06-08,2020-06-08,Phoenix,Maricopa,AZ,85029,US,79.0,10.0,15.0,0.0,Fair,Day,False,True,Monday,6,8,2020,Summer
7616,A-802700,201,2,2020-06-08,2020-06-08,Scottsdale,Maricopa,AZ,85260,US,81.0,10.0,13.0,0.0,Fair,Day,False,True,Monday,6,8,2020,Summer
7617,A-802701,201,2,2020-06-08,2020-06-08,Scottsdale,Maricopa,AZ,85251,US,81.0,10.0,9.0,0.0,Fair,Day,False,False,Monday,6,8,2020,Summer
7622,A-802706,201,2,2020-06-08,2020-06-08,Phoenix,Maricopa,AZ,85015,US,88.0,10.0,14.0,0.0,Fair,Day,False,True,Monday,6,8,2020,Summer
7628,A-802712,201,2,2020-06-08,2020-06-08,Phoenix,Maricopa,AZ,85042,US,89.0,10.0,15.0,0.0,Fair,Day,False,False,Monday,6,8,2020,Summer
7629,A-802713,201,2,2020-06-08,2020-06-08,Sun City,Maricopa,AZ,85351,US,88.0,10.0,17.0,0.0,Fair,Day,False,True,Monday,6,8,2020,Summer
7631,A-802715,201,2,2020-06-08,2020-06-08,Phoenix,Maricopa,AZ,85037,US,88.0,10.0,17.0,0.0,Fair,Day,False,False,Monday,6,8,2020,Summer
7632,A-802716,201,2,2020-06-08,2020-06-08,Phoenix,Maricopa,AZ,85043,US,88.0,10.0,17.0,0.0,Fair,Day,False,False,Monday,6,8,2020,Summer
7641,A-802725,245,2,2020-06-08,2020-06-08,Mesa,Maricopa,AZ,85209,US,84.0,10.0,15.0,0.0,Partly Cloudy,Night,False,False,Monday,6,8,2020,Summer
7644,A-804094,201,2,2020-06-09,2020-06-09,Wickenburg,Maricopa,AZ,85390,US,80.0,10.0,12.0,0.0,Fair,Day,False,False,Tuesday,6,9,2020,Summer
7645,A-804095,201,2,2020-06-09,2020-06-09,Surprise,Maricopa,AZ,85374,US,92.0,10.0,6.0,0.0,Fair,Day,False,True,Tuesday,6,9,2020,Summer
7646,A-804096,201,2,2020-06-09,2020-06-09,Laveen,Maricopa,AZ,85339,US,75.0,10.0,12.0,0.0,Fair,Day,False,False,Tuesday,6,9,2020,Summer
7647,A-804097,201,2,2020-06-09,2020-06-09,Phoenix,Maricopa,AZ,85044,US,74.0,10.0,9.0,0.0,Fair,Day,False,True,Tuesday,6,9,2020,Summer
7648,A-804098,201,2,2020-06-09,2020-06-09,Phoenix,Maricopa,AZ,85016,US,74.0,10.0,9.0,0.0,Fair,Day,False,True,Tuesday,6,9,2020,Summer
7649,A-804099,201,2,2020-06-09,2020-06-09,Phoenix,Maricopa,AZ,85051,US,66.0,10.0,9.0,0.0,Fair,Day,False,True,Tuesday,6,9,2020,Summer
7651,A-804101,201,3,2020-06-09,2020-06-09,Phoenix,Maricopa,AZ,85015,US,75.0,10.0,10.0,0.0,Fair,Day,False,False,Tuesday,6,9,2020,Summer
7652,A-804102,201,2,2020-06-09,2020-06-09,Phoenix,Maricopa,AZ,85027,US,72.0,10.0,8.0,0.0,Fair,Day,False,False,Tuesday,6,9,2020,Summer
7653,A-804103,201,2,2020-06-09,2020-06-09,Glendale,Maricopa,AZ,85308,US,72.0,10.0,8.0,0.0,Fair,Day,False,True,Tuesday,6,9,2020,Summer
7654,A-804104,201,2,2020-06-09,2020-06-09,El Mirage,Maricopa,AZ,85335,US,73.0,10.0,15.0,0.0,Fair,Day,True,False,Tuesday,6,9,2020,Summer
7655,A-804105,201,2,2020-06-09,2020-06-09,Phoenix,Maricopa,AZ,85015,US,77.0,10.0,10.0,0.0,Fair,Day,False,True,Tuesday,6,9,2020,Summer
7657,A-804107,201,2,2020-06-09,2020-06-09,Scottsdale,Maricopa,AZ,85255,US,76.0,10.0,13.0,0.0,Fair,Day,False,True,Tuesday,6,9,2020,Summer
7658,A-804108,201,2,2020-06-09,2020-06-09,Glendale,Maricopa,AZ,85308,US,78.0,10.0,12.0,0.0,Fair,Day,False,False,Tuesday,6,9,2020,Summer
7659,A-804109,201,2,2020-06-09,2020-06-09,Phoenix,Maricopa,AZ,85035,US,80.0,10.0,12.0,0.0,Fair,Day,False,True,Tuesday,6,9,2020,Summer
7660,A-804110,201,2,2020-06-09,2020-06-09,Mesa,Maricopa,AZ,85201,US,86.0,10.0,6.0,0.0,Fair,Day,False,True,Tuesday,6,9,2020,Summer
7663,A-804113,201,2,2020-06-09,2020-06-09,Phoenix,Maricopa,AZ,85007,US,89.0,10.0,5.0,0.0,Fair,Day,False,False,Tuesday,6,9,2020,Summer
7665,A-804115,201,3,2020-06-09,2020-06-09,Phoenix,Maricopa,AZ,85007,US,89.0,10.0,5.0,0.0,Fair,Day,False,False,Tuesday,6,9,2020,Summer
7670,A-804120,201,2,2020-06-09,2020-06-09,Phoenix,Maricopa,AZ,85035,US,91.0,10.0,9.0,0.0,Fair,Day,False,True,Tuesday,6,9,2020,Summer
7671,A-804121,201,2,2020-06-09,2020-06-09,Phoenix,Maricopa,AZ,85019,US,91.0,10.0,9.0,0.0,Fair,Day,False,False,Tuesday,6,9,2020,Summer
7677,A-804127,201,2,2020-06-09,2020-06-09,Queen Creek,Maricopa,AZ,85142,US,91.0,10.0,9.0,0.0,Fair,Day,True,False,Tuesday,6,9,2020,Summer
7678,A-804128,201,2,2020-06-09,2020-06-09,Phoenix,Maricopa,AZ,85024,US,90.0,10.0,3.0,0.0,Fair,Day,False,False,Tuesday,6,9,2020,Summer
7681,A-805441,201,2,2020-06-10,2020-06-10,Buckeye,Maricopa,AZ,85326,US,99.0,10.0,10.0,0.0,Fair,Day,False,True,Wednesday,6,10,2020,Summer
7682,A-805442,201,2,2020-06-10,2020-06-10,Glendale,Maricopa,AZ,85302,US,67.0,10.0,7.0,0.0,Fair,Day,False,True,Wednesday,6,10,2020,Summer
7683,A-805443,201,2,2020-06-10,2020-06-10,Laveen,Maricopa,AZ,85339,US,74.0,10.0,9.0,0.0,Fair,Day,False,False,Wednesday,6,10,2020,Summer
7684,A-805444,201,2,2020-06-10,2020-06-10,Phoenix,Maricopa,AZ,85009,US,74.0,10.0,9.0,0.0,Fair,Day,False,True,Wednesday,6,10,2020,Summer
7685,A-805445,201,2,2020-06-10,2020-06-10,Phoenix,Maricopa,AZ,85031,US,67.0,10.0,7.0,0.0,Fair,Day,True,False,Wednesday,6,10,2020,Summer
7687,A-805447,201,2,2020-06-10,2020-06-10,Phoenix,Maricopa,AZ,85043,US,67.0,10.0,7.0,0.0,Fair,Day,False,False,Wednesday,6,10,2020,Summer
7688,A-805448,201,2,2020-06-10,2020-06-10,Glendale,Maricopa,AZ,85303,US,76.0,10.0,0.0,0.0,Fair,Day,True,False,Wednesday,6,10,2020,Summer
7689,A-805449,201,2,2020-06-10,2020-06-10,Mesa,Maricopa,AZ,85210,US,76.0,10.0,6.0,0.0,Fair,Day,False,False,Wednesday,6,10,2020,Summer
7691,A-805451,201,2,2020-06-10,2020-06-10,Paradise Valley,Maricopa,AZ,85253,US,73.0,10.0,5.0,0.0,Fair,Day,False,True,Wednesday,6,10,2020,Summer
7692,A-805452,201,2,2020-06-10,2020-06-10,Mesa,Maricopa,AZ,85204,US,76.0,10.0,6.0,0.0,Fair,Day,False,False,Wednesday,6,10,2020,Summer
7697,A-805457,201,2,2020-06-10,2020-06-10,Phoenix,Maricopa,AZ,85043,US,76.0,10.0,0.0,0.0,Fair,Day,False,True,Wednesday,6,10,2020,Summer
7700,A-805460,201,2,2020-06-10,2020-06-10,Peoria,Maricopa,AZ,85383,US,85.0,8.0,3.0,0.0,Fair,Day,False,False,Wednesday,6,10,2020,Summer
7701,A-805461,201,2,2020-06-10,2020-06-10,Glendale,Maricopa,AZ,85302,US,80.0,10.0,0.0,0.0,Fair,Day,False,True,Wednesday,6,10,2020,Summer
7702,A-805462,201,2,2020-06-10,2020-06-10,Scottsdale,Maricopa,AZ,85254,US,89.0,10.0,5.0,0.0,Fair,Day,False,True,Wednesday,6,10,2020,Summer
7705,A-805465,201,2,2020-06-10,2020-06-10,Scottsdale,Maricopa,AZ,85255,US,98.0,10.0,6.0,0.0,Fair,Day,False,False,Wednesday,6,10,2020,Summer
7708,A-805468,201,3,2020-06-10,2020-06-10,Phoenix,Maricopa,AZ,85021,US,98.0,10.0,9.0,0.0,Fair,Day,False,False,Wednesday,6,10,2020,Summer
7709,A-805469,201,2,2020-06-10,2020-06-10,Phoenix,Maricopa,AZ,85016,US,100.0,10.0,3.0,0.0,Fair,Day,False,True,Wednesday,6,10,2020,Summer
7710,A-805470,201,3,2020-06-10,2020-06-10,Phoenix,Maricopa,AZ,85007,US,100.0,10.0,3.0,0.0,Fair,Day,False,False,Wednesday,6,10,2020,Summer
7712,A-805472,201,2,2020-06-10,2020-06-10,Phoenix,Maricopa,AZ,85040,US,100.0,10.0,3.0,0.0,Fair,Day,False,False,Wednesday,6,10,2020,Summer
7713,A-805473,201,3,2020-06-10,2020-06-10,Phoenix,Maricopa,AZ,85009,US,100.0,10.0,3.0,0.0,Fair,Day,False,False,Wednesday,6,10,2020,Summer
7714,A-805474,201,2,2020-06-10,2020-06-10,Tempe,Maricopa,AZ,85282,US,100.0,10.0,3.0,0.0,Fair,Day,False,False,Wednesday,6,10,2020,Summer
7715,A-805475,201,2,2020-06-10,2020-06-10,Phoenix,Maricopa,AZ,85009,US,101.0,10.0,5.0,0.0,Fair,Day,False,True,Wednesday,6,10,2020,Summer
7719,A-805479,201,2,2020-06-10,2020-06-10,Phoenix,Maricopa,AZ,85033,US,101.0,10.0,5.0,0.0,Fair,Day,False,False,Wednesday,6,10,2020,Summer
7721,A-805481,201,2,2020-06-10,2020-06-10,Tempe,Maricopa,AZ,85281,US,101.0,10.0,5.0,0.0,Fair,Day,False,True,Wednesday,6,10,2020,Summer
7722,A-805482,201,2,2020-06-10,2020-06-10,Phoenix,Maricopa,AZ,85024,US,99.0,10.0,5.0,0.0,Fair,Day,False,True,Wednesday,6,10,2020,Summer
7723,A-805483,201,2,2020-06-10,2020-06-10,Scottsdale,Maricopa,AZ,85255,US,100.0,10.0,5.0,0.0,Fair,Day,False,True,Wednesday,6,10,2020,Summer
7724,A-805484,201,2,2020-06-10,2020-06-10,Tempe,Maricopa,AZ,85282,US,102.0,10.0,6.0,0.0,Fair,Day,False,False,Wednesday,6,10,2020,Summer
7725,A-805485,201,2,2020-06-10,2020-06-10,Tempe,Maricopa,AZ,85281,US,102.0,10.0,6.0,0.0,Fair,Day,False,True,Wednesday,6,10,2020,Summer
7726,A-805486,201,2,2020-06-10,2020-06-10,Peoria,Maricopa,AZ,85345,US,101.0,10.0,6.0,0.0,Fair,Day,True,True,Wednesday,6,10,2020,Summer
7727,A-805487,201,2,2020-06-10,2020-06-10,Phoenix,Maricopa,AZ,85050,US,100.0,10.0,3.0,0.0,Fair,Day,False,True,Wednesday,6,10,2020,Summer
7728,A-805488,201,2,2020-06-10,2020-06-10,Phoenix,Maricopa,AZ,85024,US,100.0,10.0,8.0,0.0,Fair,Day,False,True,Wednesday,6,10,2020,Summer
7729,A-805489,201,2,2020-06-10,2020-06-10,Tempe,Maricopa,AZ,85281,US,104.0,10.0,3.0,0.0,Fair,Day,False,False,Wednesday,6,10,2020,Summer
