,ID,TMC,Severity,Start_Time,End_Time,City,County,State,Zipcode,Country,Temperature(F),Visibility(mi),Wind_Speed(mph),Precipitation(in),Weather_Condition,Sunrise_Sunset,Stop,Traffic_Signal,Weekday,Month,Day,Year,Season
7730,A-805490,201,2,2020-06-10,2020-06-10,Glendale,Maricopa,AZ,85308,US,100.0,10.0,8.0,0.0,Fair,Day,False,True,Wednesday,6,10,2020,Summer
7731,A-805491,201,3,2020-06-10,2020-06-10,Phoenix,Maricopa,AZ,85009,US,102.0,10.0,6.0,0.0,Fair,Day,False,False,Wednesday,6,10,2020,Summer
7736,A-806874,201,2,2020-06-11,2020-06-11,Avondale,Maricopa,AZ,85392,US,107.0,10.0,14.0,0.0,Fair,Day,False,True,Thursday,6,11,2020,Summer
7738,A-806876,201,2,2020-06-11,2020-06-11,Peoria,Maricopa,AZ,85383,US,78.0,10.0,3.0,0.0,Fair,Night,False,False,Thursday,6,11,2020,Summer
7739,A-806877,201,2,2020-06-11,2020-06-11,Phoenix,Maricopa,AZ,85040,US,79.0,10.0,5.0,0.0,Fair,Night,False,False,Thursday,6,11,2020,Summer
7740,A-806878,201,2,2020-06-11,2020-06-11,Phoenix,Maricopa,AZ,85004,US,79.0,10.0,5.0,0.0,Fair,Night,True,False,Thursday,6,11,2020,Summer
7741,A-806879,201,2,2020-06-11,2020-06-11,Tempe,Maricopa,AZ,85282,US,77.0,10.0,0.0,0.0,Fair,Day,False,False,Thursday,6,11,2020,Summer
7744,A-806882,201,2,2020-06-11,2020-06-11,Phoenix,Maricopa,AZ,85043,US,71.0,10.0,7.0,0.0,Fair,Day,True,False,Thursday,6,11,2020,Summer
7745,A-806883,201,2,2020-06-11,2020-06-11,Phoenix,Maricopa,AZ,85033,US,71.0,10.0,7.0,0.0,Fair,Day,False,True,Thursday,6,11,2020,Summer
7746,A-806884,201,2,2020-06-11,2020-06-11,Phoenix,Maricopa,AZ,85020,US,77.0,10.0,3.0,0.0,Fair,Day,False,True,Thursday,6,11,2020,Summer
7749,A-806887,201,2,2020-06-11,2020-06-11,Scottsdale,Maricopa,AZ,85259,US,84.0,10.0,0.0,0.0,Fair,Day,False,True,Thursday,6,11,2020,Summer
7750,A-806888,201,2,2020-06-11,2020-06-11,Phoenix,Maricopa,AZ,85051,US,86.0,10.0,0.0,0.0,Fair,Day,False,True,Thursday,6,11,2020,Summer
7753,A-806891,201,2,2020-06-11,2020-06-11,Scottsdale,Maricopa,AZ,85257,US,89.0,10.0,6.0,0.0,Fair,Day,False,True,Thursday,6,11,2020,Summer
7755,A-806893,201,2,2020-06-11,2020-06-11,Scottsdale,Maricopa,AZ,85262,US,94.0,10.0,6.0,0.0,Fair,Day,False,False,Thursday,6,11,2020,Summer
7756,A-806894,201,3,2020-06-11,2020-06-11,Phoenix,Maricopa,AZ,85009,US,100.0,10.0,0.0,0.0,Fair,Day,False,False,Thursday,6,11,2020,Summer
7757,A-806895,201,2,2020-06-11,2020-06-11,Glendale,Maricopa,AZ,85301,US,101.0,10.0,3.0,0.0,Fair,Day,True,True,Thursday,6,11,2020,Summer
7758,A-806896,201,2,2020-06-11,2020-06-11,Phoenix,Maricopa,AZ,85027,US,100.0,10.0,0.0,0.0,Fair,Day,False,False,Thursday,6,11,2020,Summer
7761,A-806899,201,2,2020-06-11,2020-06-11,Mesa,Maricopa,AZ,85204,US,105.0,10.0,6.0,0.0,Fair,Day,False,False,Thursday,6,11,2020,Summer
7763,A-806901,201,3,2020-06-11,2020-06-11,Phoenix,Maricopa,AZ,85029,US,105.0,10.0,10.0,0.0,Fair,Day,False,False,Thursday,6,11,2020,Summer
7766,A-806904,201,2,2020-06-11,2020-06-11,Phoenix,Maricopa,AZ,85053,US,105.0,10.0,3.0,0.0,Fair,Day,True,False,Thursday,6,11,2020,Summer
7767,A-806905,201,2,2020-06-11,2020-06-11,Phoenix,Maricopa,AZ,85027,US,105.0,10.0,9.0,0.0,Fair,Day,False,False,Thursday,6,11,2020,Summer
7769,A-806907,201,3,2020-06-11,2020-06-11,Phoenix,Maricopa,AZ,85006,US,107.0,10.0,7.0,0.0,Fair,Day,False,False,Thursday,6,11,2020,Summer
7770,A-806908,201,2,2020-06-11,2020-06-11,Phoenix,Maricopa,AZ,85009,US,107.0,10.0,7.0,0.0,Fair,Day,False,True,Thursday,6,11,2020,Summer
7772,A-806910,201,2,2020-06-11,2020-06-11,Laveen,Maricopa,AZ,85339,US,107.0,10.0,7.0,0.0,Fair,Day,False,True,Thursday,6,11,2020,Summer
7773,A-806911,201,2,2020-06-11,2020-06-11,Scottsdale,Maricopa,AZ,85251,US,107.0,10.0,7.0,0.0,Fair,Day,False,True,Thursday,6,11,2020,Summer
7774,A-806912,201,2,2020-06-11,2020-06-11,Glendale,Maricopa,AZ,85302,US,107.0,10.0,14.0,0.0,Fair,Day,False,True,Thursday,6,11,2020,Summer
7775,A-806913,201,2,2020-06-11,2020-06-11,Peoria,Maricopa,AZ,85382,US,107.0,10.0,14.0,0.0,Fair,Day,False,True,Thursday,6,11,2020,Summer
7777,A-806915,201,2,2020-06-11,2020-06-11,Tempe,Maricopa,AZ,85282,US,108.0,10.0,7.0,0.0,Fair,Day,False,False,Thursday,6,11,2020,Summer
7780,A-806918,245,2,2020-06-11,2020-06-11,Mesa,Maricopa,AZ,85210,US,100.0,10.0,9.0,0.0,Fair,Night,False,False,Thursday,6,11,2020,Summer
7781,A-808319,201,2,2020-06-12,2020-06-12,Buckeye,Maricopa,AZ,85326,US,72.0,10.0,0.0,0.0,Fair,Day,False,False,Friday,6,12,2020,Summer
7782,A-808320,201,4,2020-06-12,2020-06-12,Tonopah,Maricopa,AZ,85354,US,99.0,3.0,12.0,0.0,Haze,Day,False,False,Friday,6,12,2020,Summer
7787,A-808327,201,2,2020-06-12,2020-06-12,Paradise Valley,Maricopa,AZ,85253,US,76.0,10.0,5.0,0.0,Fair,Day,False,True,Friday,6,12,2020,Summer
7788,A-808328,201,2,2020-06-12,2020-06-12,Tempe,Maricopa,AZ,85281,US,81.0,10.0,8.0,0.0,Fair,Day,False,False,Friday,6,12,2020,Summer
7789,A-808329,201,2,2020-06-12,2020-06-12,Phoenix,Maricopa,AZ,85016,US,81.0,10.0,8.0,0.0,Fair,Day,False,True,Friday,6,12,2020,Summer
7792,A-808332,201,2,2020-06-12,2020-06-12,Phoenix,Maricopa,AZ,85016,US,88.0,10.0,8.0,0.0,Fair,Day,False,True,Friday,6,12,2020,Summer
7793,A-808333,201,2,2020-06-12,2020-06-12,Phoenix,Maricopa,AZ,85013,US,88.0,10.0,8.0,0.0,Fair,Day,False,True,Friday,6,12,2020,Summer
7794,A-808334,201,2,2020-06-12,2020-06-12,Phoenix,Maricopa,AZ,85043,US,86.0,10.0,0.0,0.0,Fair,Day,False,True,Friday,6,12,2020,Summer
7796,A-808336,201,2,2020-06-12,2020-06-12,Phoenix,Maricopa,AZ,85044,US,93.0,10.0,0.0,0.0,Fair,Day,False,False,Friday,6,12,2020,Summer
7797,A-808337,201,2,2020-06-12,2020-06-12,Scottsdale,Maricopa,AZ,85255,US,94.0,10.0,5.0,0.0,Fair,Day,False,False,Friday,6,12,2020,Summer
7798,A-808338,201,2,2020-06-12,2020-06-12,Phoenix,Maricopa,AZ,85009,US,93.0,10.0,0.0,0.0,Fair,Day,True,False,Friday,6,12,2020,Summer
7799,A-808339,201,2,2020-06-12,2020-06-12,Glendale,Maricopa,AZ,85306,US,92.0,10.0,6.0,0.0,Fair,Day,False,True,Friday,6,12,2020,Summer
7800,A-808340,201,2,2020-06-12,2020-06-12,Phoenix,Maricopa,AZ,85027,US,92.0,10.0,6.0,0.0,Fair,Day,False,True,Friday,6,12,2020,Summer
7801,A-808341,201,2,2020-06-12,2020-06-12,Phoenix,Maricopa,AZ,85054,US,94.0,10.0,5.0,0.0,Fair,Day,False,False,Friday,6,12,2020,Summer
7803,A-808343,201,2,2020-06-12,2020-06-12,Phoenix,Maricopa,AZ,85044,US,96.0,10.0,9.0,0.0,Fair,Day,False,True,Friday,6,12,2020,Summer
7806,A-808346,201,2,2020-06-12,2020-06-12,Phoenix,Maricopa,AZ,85085,US,101.0,10.0,10.0,0.0,Fair,Day,False,False,Friday,6,12,2020,Summer
7807,A-808347,201,2,2020-06-12,2020-06-12,Mesa,Maricopa,AZ,85204,US,103.0,10.0,7.0,0.0,Fair,Day,False,False,Friday,6,12,2020,Summer
7810,A-808350,201,2,2020-06-12,2020-06-12,Phoenix,Maricopa,AZ,85041,US,106.0,10.0,10.0,0.0,Fair,Day,False,True,Friday,6,12,2020,Summer
7813,A-808353,201,3,2020-06-12,2020-06-12,Phoenix,Maricopa,AZ,85021,US,104.0,10.0,17.0,0.0,Fair,Day,False,False,Friday,6,12,2020,Summer
7816,A-808356,241,2,2020-06-12,2020-06-12,Queen Creek,Maricopa,AZ,85142,US,106.0,10.0,8.0,0.0,Fair,Day,False,True,Friday,6,12,2020,Summer
7817,A-808357,201,3,2020-06-12,2020-06-12,Phoenix,Maricopa,AZ,85009,US,107.0,10.0,9.0,0.0,Fair,Day,False,False,Friday,6,12,2020,Summer
7818,A-808358,201,3,2020-06-12,2020-06-12,Phoenix,Maricopa,AZ,85006,US,107.0,10.0,9.0,0.0,Fair,Day,False,False,Friday,6,12,2020,Summer
7821,A-808361,201,2,2020-06-12,2020-06-12,Scottsdale,Maricopa,AZ,85257,US,107.0,10.0,8.0,0.0,Fair,Day,False,True,Friday,6,12,2020,Summer
7822,A-808362,201,2,2020-06-12,2020-06-12,Phoenix,Maricopa,AZ,85027,US,104.0,10.0,12.0,0.0,Fair,Day,False,False,Friday,6,12,2020,Summer
7823,A-808363,201,2,2020-06-12,2020-06-12,Scottsdale,Maricopa,AZ,85262,US,106.0,10.0,8.0,0.0,Fair,Day,False,False,Friday,6,12,2020,Summer
7824,A-808364,201,2,2020-06-12,2020-06-12,Phoenix,Maricopa,AZ,85021,US,103.0,10.0,14.0,0.0,Fair,Day,False,True,Friday,6,12,2020,Summer
7825,A-808365,201,2,2020-06-12,2020-06-12,Phoenix,Maricopa,AZ,85003,US,107.0,10.0,10.0,0.0,Fair,Day,False,True,Friday,6,12,2020,Summer
7826,A-808366,406,3,2020-06-12,2020-06-12,Phoenix,Maricopa,AZ,85003,US,106.0,10.0,8.0,0.0,Fair,Day,False,False,Friday,6,12,2020,Summer
7827,A-808367,406,3,2020-06-12,2020-06-12,Phoenix,Maricopa,AZ,85007,US,106.0,10.0,8.0,0.0,Fair,Day,False,False,Friday,6,12,2020,Summer
7828,A-808918,241,2,2020-06-13,2020-06-13,Phoenix,Maricopa,AZ,85024,US,93.0,10.0,8.0,0.0,Fair,Day,False,False,Saturday,6,13,2020,Summer
7829,A-808919,406,3,2020-06-13,2020-06-13,Phoenix,Maricopa,AZ,85003,US,103.0,10.0,21.0,0.0,Fair / Windy,Day,False,False,Saturday,6,13,2020,Summer
7830,A-808920,406,3,2020-06-13,2020-06-13,Phoenix,Maricopa,AZ,85006,US,103.0,10.0,21.0,0.0,Fair / Windy,Day,False,False,Saturday,6,13,2020,Summer
7831,A-808921,406,3,2020-06-13,2020-06-13,Phoenix,Maricopa,AZ,85007,US,103.0,10.0,21.0,0.0,Fair / Windy,Day,False,False,Saturday,6,13,2020,Summer
7832,A-808922,406,3,2020-06-13,2020-06-13,Phoenix,Maricopa,AZ,85006,US,103.0,10.0,21.0,0.0,Fair / Windy,Day,False,True,Saturday,6,13,2020,Summer
7837,A-810572,201,2,2020-06-15,2020-06-15,Surprise,Maricopa,AZ,85374,US,89.0,5.0,6.0,0.0,Fair,Day,False,True,Monday,6,15,2020,Summer
7838,A-810573,201,2,2020-06-15,2020-06-15,Buckeye,Maricopa,AZ,85326,US,91.0,10.0,6.0,0.0,Fair,Day,False,False,Monday,6,15,2020,Summer
7842,A-810577,201,2,2020-06-15,2020-06-15,Phoenix,Maricopa,AZ,85041,US,79.0,10.0,9.0,0.0,Fair,Night,False,True,Monday,6,15,2020,Summer
7845,A-810580,201,3,2020-06-15,2020-06-15,Phoenix,Maricopa,AZ,85015,US,79.0,10.0,8.0,0.0,Fair,Day,False,False,Monday,6,15,2020,Summer
7849,A-810584,201,2,2020-06-15,2020-06-15,Phoenix,Maricopa,AZ,85042,US,78.0,10.0,12.0,0.0,Fair,Day,False,True,Monday,6,15,2020,Summer
7850,A-810585,201,2,2020-06-15,2020-06-15,Tempe,Maricopa,AZ,85283,US,83.0,10.0,8.0,0.0,Fair,Day,False,False,Monday,6,15,2020,Summer
7851,A-810586,201,2,2020-06-15,2020-06-15,Phoenix,Maricopa,AZ,85006,US,83.0,10.0,8.0,0.0,Fair,Day,True,False,Monday,6,15,2020,Summer
7852,A-810587,201,2,2020-06-15,2020-06-15,Phoenix,Maricopa,AZ,85034,US,89.0,10.0,8.0,0.0,Fair,Day,False,True,Monday,6,15,2020,Summer
7853,A-810588,201,2,2020-06-15,2020-06-15,Phoenix,Maricopa,AZ,85018,US,89.0,10.0,8.0,0.0,Fair,Day,False,True,Monday,6,15,2020,Summer
7857,A-810592,201,2,2020-06-15,2020-06-15,Phoenix,Maricopa,AZ,85016,US,92.0,10.0,7.0,0.0,Fair,Day,False,True,Monday,6,15,2020,Summer
7859,A-810594,201,2,2020-06-15,2020-06-15,Scottsdale,Maricopa,AZ,85256,US,98.0,10.0,9.0,0.0,Fair,Day,False,False,Monday,6,15,2020,Summer
7864,A-810599,201,2,2020-06-15,2020-06-15,Mesa,Maricopa,AZ,85201,US,105.0,10.0,10.0,0.0,Fair,Day,False,True,Monday,6,15,2020,Summer
7866,A-810601,201,2,2020-06-15,2020-06-15,Phoenix,Maricopa,AZ,85015,US,105.0,10.0,10.0,0.0,Fair,Day,False,False,Monday,6,15,2020,Summer
7868,A-810603,201,2,2020-06-15,2020-06-15,Avondale,Maricopa,AZ,85392,US,101.0,10.0,7.0,0.0,Fair,Day,False,True,Monday,6,15,2020,Summer
7871,A-810606,201,2,2020-06-15,2020-06-15,Phoenix,Maricopa,AZ,85019,US,103.0,10.0,8.0,0.0,Fair,Day,False,True,Monday,6,15,2020,Summer
7872,A-810607,201,2,2020-06-15,2020-06-15,Phoenix,Maricopa,AZ,85032,US,103.0,10.0,3.0,0.0,Fair,Day,False,True,Monday,6,15,2020,Summer
7873,A-810608,201,2,2020-06-15,2020-06-15,Peoria,Maricopa,AZ,85345,US,103.0,10.0,8.0,0.0,Fair,Day,False,True,Monday,6,15,2020,Summer
7875,A-810610,201,2,2020-06-15,2020-06-15,Mesa,Maricopa,AZ,85206,US,104.0,10.0,7.0,0.0,Fair,Day,False,True,Monday,6,15,2020,Summer
7880,A-812028,201,2,2020-06-16,2020-06-16,Phoenix,Maricopa,AZ,85032,US,77.0,10.0,3.0,0.0,Fair,Day,False,True,Tuesday,6,16,2020,Summer
7881,A-812029,201,3,2020-06-16,2020-06-16,Phoenix,Maricopa,AZ,85004,US,78.0,10.0,3.0,0.0,Partly Cloudy,Day,False,False,Tuesday,6,16,2020,Summer
7883,A-812031,201,2,2020-06-16,2020-06-16,Phoenix,Maricopa,AZ,85009,US,78.0,10.0,0.0,0.0,Partly Cloudy,Day,False,True,Tuesday,6,16,2020,Summer
7885,A-812033,201,2,2020-06-16,2020-06-16,Phoenix,Maricopa,AZ,85015,US,78.0,10.0,0.0,0.0,Partly Cloudy,Day,True,False,Tuesday,6,16,2020,Summer
7887,A-812035,201,3,2020-06-16,2020-06-16,Phoenix,Maricopa,AZ,85009,US,78.0,10.0,0.0,0.0,Partly Cloudy,Day,False,False,Tuesday,6,16,2020,Summer
7888,A-812036,201,2,2020-06-16,2020-06-16,Tempe,Maricopa,AZ,85281,US,78.0,10.0,0.0,0.0,Partly Cloudy,Day,False,True,Tuesday,6,16,2020,Summer
7889,A-812037,201,2,2020-06-16,2020-06-16,Scottsdale,Maricopa,AZ,85260,US,77.0,10.0,0.0,0.0,Fair,Day,False,False,Tuesday,6,16,2020,Summer
7890,A-812038,201,2,2020-06-16,2020-06-16,Phoenix,Maricopa,AZ,85043,US,71.0,9.0,7.0,0.0,Fair,Day,False,False,Tuesday,6,16,2020,Summer
7893,A-812041,201,2,2020-06-16,2020-06-16,Phoenix,Maricopa,AZ,85022,US,86.0,10.0,0.0,0.0,Fair,Day,False,True,Tuesday,6,16,2020,Summer
7894,A-812042,201,2,2020-06-16,2020-06-16,Glendale,Maricopa,AZ,85308,US,86.0,10.0,0.0,0.0,Fair,Day,False,True,Tuesday,6,16,2020,Summer
7896,A-812044,201,2,2020-06-16,2020-06-16,Peoria,Maricopa,AZ,85383,US,91.0,10.0,0.0,0.0,Fair,Day,False,False,Tuesday,6,16,2020,Summer
7907,A-812055,201,3,2020-06-16,2020-06-16,Phoenix,Maricopa,AZ,85021,US,101.0,10.0,12.0,0.0,Fair,Day,False,True,Tuesday,6,16,2020,Summer
7917,A-813472,201,2,2020-06-17,2020-06-17,Surprise,Maricopa,AZ,85387,US,98.0,10.0,10.0,0.0,Fair,Night,False,False,Wednesday,6,17,2020,Summer
7918,A-813473,201,2,2020-06-17,2020-06-17,Mesa,Maricopa,AZ,85201,US,80.0,10.0,8.0,0.0,Fair,Night,False,False,Wednesday,6,17,2020,Summer
7921,A-813476,201,2,2020-06-17,2020-06-17,Phoenix,Maricopa,AZ,85037,US,72.0,10.0,5.0,0.0,Fair,Day,False,False,Wednesday,6,17,2020,Summer
7922,A-813477,201,2,2020-06-17,2020-06-17,Surprise,Maricopa,AZ,85378,US,72.0,10.0,5.0,0.0,Fair,Day,False,False,Wednesday,6,17,2020,Summer
7923,A-813478,201,2,2020-06-17,2020-06-17,Peoria,Maricopa,AZ,85381,US,78.0,10.0,5.0,0.0,Fair,Day,False,True,Wednesday,6,17,2020,Summer
7926,A-813481,201,2,2020-06-17,2020-06-17,Phoenix,Maricopa,AZ,85016,US,79.0,10.0,9.0,0.0,Fair,Day,False,False,Wednesday,6,17,2020,Summer
7928,A-813483,201,2,2020-06-17,2020-06-17,Scottsdale,Maricopa,AZ,85255,US,80.0,10.0,3.0,0.0,Fair,Day,False,True,Wednesday,6,17,2020,Summer
7929,A-813484,201,2,2020-06-17,2020-06-17,Phoenix,Maricopa,AZ,85015,US,79.0,10.0,9.0,0.0,Fair,Day,False,True,Wednesday,6,17,2020,Summer
7931,A-813486,201,2,2020-06-17,2020-06-17,Scottsdale,Maricopa,AZ,85255,US,80.0,10.0,3.0,0.0,Fair,Day,False,False,Wednesday,6,17,2020,Summer
7932,A-813487,201,2,2020-06-17,2020-06-17,Phoenix,Maricopa,AZ,85021,US,79.0,10.0,8.0,0.0,Fair,Day,False,True,Wednesday,6,17,2020,Summer
7934,A-813489,201,3,2020-06-17,2020-06-17,Tempe,Maricopa,AZ,85284,US,82.0,10.0,10.0,0.0,Fair,Day,False,False,Wednesday,6,17,2020,Summer
7935,A-813490,201,2,2020-06-17,2020-06-17,Glendale,Maricopa,AZ,85304,US,83.0,10.0,0.0,0.0,Fair,Day,False,True,Wednesday,6,17,2020,Summer
7936,A-813491,201,2,2020-06-17,2020-06-17,Peoria,Maricopa,AZ,85345,US,83.0,10.0,0.0,0.0,Fair,Day,False,True,Wednesday,6,17,2020,Summer
7941,A-813496,201,3,2020-06-17,2020-06-17,Tempe,Maricopa,AZ,85282,US,98.0,10.0,0.0,0.0,Fair,Day,False,False,Wednesday,6,17,2020,Summer
7948,A-813503,201,2,2020-06-17,2020-06-17,Phoenix,Maricopa,AZ,85040,US,100.0,10.0,6.0,0.0,Fair,Day,False,True,Wednesday,6,17,2020,Summer
7949,A-813504,201,2,2020-06-17,2020-06-17,Phoenix,Maricopa,AZ,85034,US,100.0,10.0,6.0,0.0,Fair,Day,False,False,Wednesday,6,17,2020,Summer
7953,A-813508,201,3,2020-06-17,2020-06-17,Phoenix,Maricopa,AZ,85043,US,99.0,10.0,14.0,0.0,Fair,Day,False,False,Wednesday,6,17,2020,Summer
7955,A-813510,201,2,2020-06-17,2020-06-17,Phoenix,Maricopa,AZ,85023,US,98.0,10.0,10.0,0.0,Fair,Day,False,True,Wednesday,6,17,2020,Summer
7960,A-813515,201,2,2020-06-17,2020-06-17,Glendale,Maricopa,AZ,85310,US,99.0,10.0,12.0,0.0,Fair,Day,True,False,Wednesday,6,17,2020,Summer
7962,A-813517,201,3,2020-06-17,2020-06-17,Phoenix,Maricopa,AZ,85006,US,101.0,10.0,8.0,0.0,Fair,Day,False,False,Wednesday,6,17,2020,Summer
7964,A-813519,201,2,2020-06-17,2020-06-17,Phoenix,Maricopa,AZ,85037,US,100.0,10.0,15.0,0.0,Fair,Day,False,True,Wednesday,6,17,2020,Summer
7968,A-814982,201,2,2020-06-18,2020-06-18,Surprise,Maricopa,AZ,85374,US,100.0,10.0,9.0,0.0,Fair,Day,False,False,Thursday,6,18,2020,Summer
7970,A-814984,201,2,2020-06-18,2020-06-18,Sun City,Maricopa,AZ,85373,US,80.0,10.0,8.0,0.0,Fair,Night,False,False,Thursday,6,18,2020,Summer
7973,A-814987,201,2,2020-06-18,2020-06-18,New River,Maricopa,AZ,85087,US,76.0,10.0,6.0,0.0,Fair,Night,False,False,Thursday,6,18,2020,Summer
7974,A-814988,201,2,2020-06-18,2020-06-18,Gilbert,Maricopa,AZ,85298,US,73.0,10.0,10.0,0.0,Fair,Day,False,True,Thursday,6,18,2020,Summer
7975,A-814989,201,2,2020-06-18,2020-06-18,Phoenix,Maricopa,AZ,85043,US,80.0,10.0,6.0,0.0,Fair,Day,False,False,Thursday,6,18,2020,Summer
7976,A-814990,201,2,2020-06-18,2020-06-18,El Mirage,Maricopa,AZ,85335,US,80.0,10.0,6.0,0.0,Fair,Day,True,False,Thursday,6,18,2020,Summer
7977,A-814991,201,2,2020-06-18,2020-06-18,Tempe,Maricopa,AZ,85282,US,77.0,10.0,9.0,0.0,Fair,Day,False,True,Thursday,6,18,2020,Summer
7978,A-814992,201,2,2020-06-18,2020-06-18,Phoenix,Maricopa,AZ,85027,US,77.0,10.0,6.0,0.0,Fair,Day,False,False,Thursday,6,18,2020,Summer
7980,A-814994,201,2,2020-06-18,2020-06-18,Phoenix,Maricopa,AZ,85027,US,77.0,10.0,6.0,0.0,Fair,Day,False,False,Thursday,6,18,2020,Summer
7981,A-814995,201,2,2020-06-18,2020-06-18,Glendale,Maricopa,AZ,85301,US,78.0,10.0,5.0,0.0,Fair,Day,False,True,Thursday,6,18,2020,Summer
7986,A-815000,201,2,2020-06-18,2020-06-18,Phoenix,Maricopa,AZ,85009,US,83.0,10.0,5.0,0.0,Fair,Day,False,False,Thursday,6,18,2020,Summer
7989,A-815003,201,2,2020-06-18,2020-06-18,Phoenix,Maricopa,AZ,85017,US,83.0,10.0,5.0,0.0,Fair,Day,False,True,Thursday,6,18,2020,Summer
7992,A-815006,201,2,2020-06-18,2020-06-18,Phoenix,Maricopa,AZ,85009,US,90.0,10.0,5.0,0.0,Fair,Day,False,True,Thursday,6,18,2020,Summer
7994,A-815008,201,3,2020-06-18,2020-06-18,Phoenix,Maricopa,AZ,85023,US,90.0,10.0,7.0,0.0,Fair,Day,False,False,Thursday,6,18,2020,Summer
8000,A-815014,201,3,2020-06-18,2020-06-18,Phoenix,Maricopa,AZ,85006,US,99.0,10.0,3.0,0.0,Fair,Day,False,False,Thursday,6,18,2020,Summer
8001,A-815015,201,2,2020-06-18,2020-06-18,Phoenix,Maricopa,AZ,85029,US,96.0,10.0,9.0,0.0,Fair,Day,True,False,Thursday,6,18,2020,Summer
8002,A-815016,201,2,2020-06-18,2020-06-18,Phoenix,Maricopa,AZ,85022,US,96.0,10.0,9.0,0.0,Fair,Day,True,False,Thursday,6,18,2020,Summer
8003,A-815017,201,2,2020-06-18,2020-06-18,Scottsdale,Maricopa,AZ,85254,US,97.0,10.0,8.0,0.0,Fair,Day,False,True,Thursday,6,18,2020,Summer
8005,A-815019,201,2,2020-06-18,2020-06-18,Phoenix,Maricopa,AZ,85004,US,99.0,10.0,3.0,0.0,Fair,Day,True,False,Thursday,6,18,2020,Summer
8008,A-815022,201,2,2020-06-18,2020-06-18,Phoenix,Maricopa,AZ,85009,US,101.0,10.0,15.0,0.0,Fair,Day,False,True,Thursday,6,18,2020,Summer
8009,A-815023,201,2,2020-06-18,2020-06-18,Phoenix,Maricopa,AZ,85051,US,96.0,10.0,3.0,0.0,Fair,Day,False,True,Thursday,6,18,2020,Summer
8010,A-815024,201,3,2020-06-18,2020-06-18,Phoenix,Maricopa,AZ,85021,US,98.0,10.0,8.0,0.0,Fair,Day,False,False,Thursday,6,18,2020,Summer
8012,A-815026,201,2,2020-06-18,2020-06-18,Glendale,Maricopa,AZ,85301,US,99.0,10.0,10.0,0.0,Fair,Day,False,True,Thursday,6,18,2020,Summer
8013,A-815027,201,2,2020-06-18,2020-06-18,Phoenix,Maricopa,AZ,85051,US,98.0,10.0,8.0,0.0,Fair,Day,False,True,Thursday,6,18,2020,Summer
8015,A-815029,201,2,2020-06-18,2020-06-18,Scottsdale,Maricopa,AZ,85254,US,99.0,10.0,9.0,0.0,Fair,Day,False,True,Thursday,6,18,2020,Summer
8016,A-815030,201,2,2020-06-18,2020-06-18,Scottsdale,Maricopa,AZ,85260,US,100.0,10.0,8.0,0.0,Fair,Day,False,True,Thursday,6,18,2020,Summer
8018,A-815032,201,3,2020-06-18,2020-06-18,Phoenix,Maricopa,AZ,85003,US,102.0,10.0,5.0,0.0,Fair,Day,False,True,Thursday,6,18,2020,Summer
8020,A-815034,201,2,2020-06-18,2020-06-18,Phoenix,Maricopa,AZ,85023,US,97.0,10.0,5.0,0.0,Fair,Day,False,True,Thursday,6,18,2020,Summer
8021,A-815035,201,2,2020-06-18,2020-06-18,Phoenix,Maricopa,AZ,85024,US,97.0,10.0,5.0,0.0,Fair,Day,False,True,Thursday,6,18,2020,Summer
8022,A-815036,201,2,2020-06-18,2020-06-18,Tempe,Maricopa,AZ,85281,US,102.0,10.0,5.0,0.0,Fair,Day,False,False,Thursday,6,18,2020,Summer
8023,A-815037,201,2,2020-06-18,2020-06-18,Tempe,Maricopa,AZ,85281,US,102.0,10.0,5.0,0.0,Fair,Day,False,False,Thursday,6,18,2020,Summer
8025,A-815039,201,2,2020-06-18,2020-06-18,Phoenix,Maricopa,AZ,85007,US,100.0,10.0,3.0,0.0,Fair,Day,False,False,Thursday,6,18,2020,Summer
8029,A-815043,201,2,2020-06-18,2020-06-18,Phoenix,Maricopa,AZ,85086,US,96.0,10.0,6.0,0.0,Fair,Night,False,False,Thursday,6,18,2020,Summer
8030,A-815044,201,2,2020-06-18,2020-06-18,Tempe,Maricopa,AZ,85282,US,98.0,10.0,12.0,0.0,Fair,Night,False,False,Thursday,6,18,2020,Summer
8031,A-815045,201,2,2020-06-18,2020-06-18,Peoria,Maricopa,AZ,85345,US,94.0,10.0,7.0,0.0,Fair,Night,False,False,Thursday,6,18,2020,Summer
8038,A-817020,201,2,2020-03-04,2020-03-04,Phoenix,Maricopa,AZ,85003,US,53.0,10.0,5.0,0.0,Fair,Night,False,True,Wednesday,3,4,2020,Spring
8039,A-817021,201,2,2020-03-04,2020-03-04,Phoenix,Maricopa,AZ,85013,US,53.0,10.0,5.0,0.0,Fair,Night,False,False,Wednesday,3,4,2020,Spring
8041,A-817023,201,2,2020-03-04,2020-03-04,Mesa,Maricopa,AZ,85210,US,52.0,10.0,3.0,0.0,Fair,Night,False,True,Wednesday,3,4,2020,Spring
8042,A-817024,201,2,2020-03-04,2020-03-04,Phoenix,Maricopa,AZ,85085,US,47.0,10.0,3.0,0.0,Fair,Night,False,False,Wednesday,3,4,2020,Spring
8044,A-817026,201,2,2020-03-04,2020-03-04,Phoenix,Maricopa,AZ,85085,US,47.0,10.0,3.0,0.0,Fair,Night,False,False,Wednesday,3,4,2020,Spring
